,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
403,tt0411267,The Dark,The Dark,2005,2006-06-23,"Drama, Fantasy, Horror",93,"Isle Of Man, UK, USA, Germany","English, Welsh",John Fawcett,"Simon Maginn, Stephen Massicotte",Constantin Film,"Maria Bello, Sean Bean, Maurice Roëves, Sophie Stuckey, Abigail Stone, Richard Elfyn, Casper Harvey, Eluned Jones, Gwenyth Petty, Robin Griffith, Mike Keggen, Tonya Smith","In mourning over the tragic drowning of their daughter Sarah, James and Adèle are visited by Ebrill, a young girl who claims she died 60 years ago - and bears a startling resemblance to Sarah.",5.4,10334,GBP 3000000,,$ 6593579,,109.0,62.0
404,tt0412019,Broken Flowers,Broken Flowers,2005,2005-12-02,"Comedy, Drama, Mystery",106,"France, USA",English,Jim Jarmusch,"Jim Jarmusch, Bill Raden",Focus Features,"Bill Murray, Julie Delpy, Heather Simms, Brea Frazier, Jarry Fall, Korka Fall, Saul Holland, Zakira Holland, Niles Lee Wilson, Jeffrey Wright, Meredith Patterson, Jennifer Rapp, Nicole Abisinio, Ryan Donowho, Alexis Dziena","As the extremely withdrawn Don Johnston is dumped by his latest woman, he receives an anonymous letter from a former lover informing him that he has a son who may be looking for him. A freelance sleuth neighbor moves Don to embark on a cross-country search for his old flames in search of answers.",7.2,96903,$ 10000000,$ 13744960,$ 47329961,79.0,531.0,231.0
405,tt0416320,Match Point,Match Point,2005,2006-01-02,"Drama, Romance, Thriller",124,"UK, USA, Ireland, Luxembourg, France",English,,Woody Allen,BBC Films,"Jonathan Rhys Meyers, Alexander Armstrong, Paul Kaye, Matthew Goode, Brian Cox, Penelope Wilton, Emily Mortimer, Janis Kelly, Alan Oke, Mark Gatiss, Scarlett Johansson, Philip Mansfield, Simon Kunz, Geoffrey Streatfeild, Mary Hegarty","At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law.",7.6,203006,$ 15000000,$ 23151529,$ 85638656,72.0,792.0,276.0
406,tt0416449,300,300,2006,2007-03-23,"Action, Drama",117,"USA, Canada, Bulgaria",English,Zack Snyder,"Zack Snyder, Kurt Johnstad",Warner Bros.,"Gerard Butler, Lena Headey, Dominic West, David Wenham, Vincent Regan, Michael Fassbender, Tom Wisdom, Andrew Pleavin, Andrew Tiernan, Rodrigo Santoro, Giovani Cimmino, Stephen McHattie, Greg Kramer, Alex Ivanovici, Kelly Craig",King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,7.6,722519,$ 65000000,$ 210614939,$ 456068181,52.0,2188.0,468.0
407,tt0416496,Bandidas,Bandidas,2006,2006-06-30,"Action, Comedy, Crime",93,"France, Mexico, USA","English, Spanish","Joachim Rønning, Espen Sandberg","Luc Besson, Robert Mark Kamen",EuropaCorp,"Penélope Cruz, Salma Hayek, Steve Zahn, Dwight Yoakam, Denis Arndt, Audra Blaser, Sam Shepard, Ismael 'East' Carlo, Gary Carlos Cervantes, José María Negri, Lenny Zundel, Edgar Vivar, Ernesto Gómez Cruz, Filiberto Estrella, Yomo Tlazotlalli","In turn-of-the-century Mexico, two very different women become a bank-robbing duo in an effort to combat a ruthless enforcer terrorizing their town.",5.7,33675,EUR 32000000,,$ 18381890,,84.0,61.0
408,tt0417148,Snakes on a Plane,Snakes on a Plane,2006,2006-09-29,"Action, Adventure, Crime",105,"USA, Germany",English,,"John Heffernan, Sebastian Gutierrez",New Line Cinema,"Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Rachel Blanchard, Flex Alexander, Kenan Thompson, Keith Dallas, Lin Shaye, Bruce James, Sunny Mabrey, Casey Dubois, Daniel Hogarth, Gerard Plunkett, Terry Chen, Elsa Pataky","An F.B.I. Agent takes on a plane full of deadly venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss.",5.4,130298,$ 33000000,$ 34020814,$ 62022014,58.0,1061.0,290.0
409,tt0418689,Flags of Our Fathers,Flags of Our Fathers,2006,2006-11-10,"Action, Adventure, Drama",135,USA,English,Clint Eastwood,"William Broyles Jr., Paul Haggis",DreamWorks,"Ryan Phillippe, Jesse Bradford, Adam Beach, John Benjamin Hickey, John Slattery, Barry Pepper, Jamie Bell, Paul Walker, Robert Patrick, Neal McDonough, Melanie Lynskey, Tom McCarthy, Chris Bauer, Judith Ivey, Myra Turley","The life stories of the six men who raised the flag at the Battle of Iwo Jima, a turning point in World War II.",7.0,116024,$ 90000000,$ 33602376,$ 65900249,79.0,435.0,270.0
410,tt0418763,Jarhead,Jarhead,2005,2006-02-17,"Action, Biography, Drama",125,"USA, UK, Germany","English, Spanish, Arabic, Latin",Sam Mendes,"William Broyles Jr., Anthony Swofford",Universal Pictures,"Jake Gyllenhaal, Scott MacDonald, Peter Sarsgaard, Jamie Foxx, Ming Lo, Lucas Black, Kevin Foster, Brian Geraghty, Damion Poitier, Riad Galayini, Craig Coyne, Katherine Randolph, Rini Bell, Dendrie Taylor, James Morrison",A psychological study of operations desert shield and desert storm during the gulf war; through the eyes of a U.S marine sniper who struggles to cope with the possibility his girlfriend may be cheating on him back home.,7.0,173187,$ 72000000,$ 62658220,$ 97076152,58.0,700.0,277.0
411,tt0419279,Yesterday,Yesterday,2004,2004-09-03,Drama,90,South Africa,Zulu,Darrell Roodt,Darrell Roodt,Distant Horizon,"Leleti Khumalo, Lihle Mvelase, Kenneth Khambula, Harriet Lenabe, Camilla Walker, Nandi Nyembe, Jacob Makgoba, Tinah Mnumzana, Matthew Monika, Mnomi Moabi","After falling ill, Yesterday learns that she is HIV positive. With her husband in denial and young daughter to tend to, Yesterday's one goal is to live long enough to see her child go to school.",7.6,2194,,,$ 246439,,33.0,11.0
412,tt0420332,Veer-Zaara,Veer-Zaara,2004,2004-11-12,"Drama, Family, Musical",192,India,Hindi,Yash Chopra,"Aditya Chopra, Aditya Chopra",Yash Raj Films,"Shah Rukh Khan, Preity Zinta, Rani Mukerji, Kiron Kher, Divya Dutta, Boman Irani, Anupam Kher, Amitabh Bachchan, Hema Malini, Manoj Bajpayee, Zohra Sehgal, S.M. Zaheer, Tom Alter, Akhilendra Mishra, Arun Bali","Veer-Zaara is a saga of love, separation, courage and sacrifice. A love story that is an inspiration and will remain a legend forever.",7.8,47905,$ 7000000,$ 2938532,$ 6887221,67.0,144.0,31.0
413,tt0421994,Imagine Me & You,Imagine Me & You,2005,2006-06-30,"Comedy, Drama, Romance",90,"UK, Germany",English,Ol Parker,Ol Parker,BBC Films,"Piper Perabo, Lena Headey, Matthew Goode, Celia Imrie, Anthony Head, Darren Boyd, Sue Johnston, Boo Jackson, Sharon Horgan, Eva Birthistle, Vinette Robinson, Ben Miles, John Thompson, Mona Hammond, Rick Warden","A newlywed bride becomes infatuated with another woman who questions her sexual orientation, promoting a stir among the bride's family and friends.",6.8,29277,$ 7900000,$ 672243,$ 2635305,49.0,162.0,87.0
414,tt0424345,Clerks II,Clerks II,2006,2006-09-29,Comedy,97,USA,English,Kevin Smith,Kevin Smith,The Weinstein Company,"Brian O'Halloran, Jeff Anderson, Jason Mewes, Kevin Smith, Jake Richardson, Ethan Suplee, Rachel Larratt, Shannon Larratt, Jennifer Schwalbach Smith, Ben Affleck, Sarah Ault, Lalida Sujjavasin, Trevor Fehrman, Gail Stanley, Bruce Macintosh",A calamity at Dante and Randal's shops sends them looking for new horizons - but they ultimately settle at the fast food empire Mooby's.,7.3,128887,$ 5000000,$ 24148068,$ 26986174,65.0,480.0,183.0
415,tt0425112,Hot Fuzz,Hot Fuzz,2007,2007-08-24,"Action, Comedy, Mystery",121,"UK, France",English,Edgar Wright,"Edgar Wright, Simon Pegg",StudioCanal,"Simon Pegg, Martin Freeman, Bill Nighy, Robert Popper, Joe Cornish, Chris Waitt, Eric Mason, Billie Whitelaw, Nick Frost, Peter Wight, Julia Deakin, Tom Strode Walton, Troy Woollan, Rory Lowings, Bill Bailey",A skilled London police officer is transferred to a small town with a dark secret.,7.8,454132,GBP 8000000,$ 23637265,$ 80743363,81.0,819.0,305.0
416,tt0425624,Visions of Europe,Visions of Europe,2004,2004-05-01,"Comedy, Drama",140,"Austria, Belgium, Cyprus, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden, UK","Danish, German, Portuguese, Slovak, Swedish, English, Greek, Italian, Lithuanian, Polish, Dutch, French, Luxembourgish, Slovenian, Turkish, Czech, Spanish, Maltese","Fatih Akin, Barbara Albert","Fatih Akin, Barbara Albert",ARTE,"Alan Rees, Johanna Troell, Agneta Ulfsäter-Troell, Johan Arnesson, Magnus Mårtenson, Sonny Nilsson, Sixten Magnusson, Tage Nielsen, Ingvar Rydén, Henning Moritzen, Cecilie Thomsen, Marie Hildebrandt Frederiksen, Piera Dencker-Rasmussen, Idil Üner, FM Einheit","An anthology film is a collection of short film projects by different directors for a common aim. Usually they are unified by a common theme - in this case, the European Union.",5.9,827,,,,,1.0,3.0
417,tt0427969,Hollywoodland,Hollywoodland,2006,2007-03-23,"Biography, Crime, Drama",126,USA,"English, Spanish",Allen Coulter,Paul Bernbaum,Focus Features,"Adrien Brody, Diane Lane, Ben Affleck, Bob Hoskins, Robin Tunney, Kathleen Robertson, Lois Smith, Phillip MacKenzie, Larry Cedar, Eric Kaldor, Caroline Dhavernas, Kevin Hare, Molly Parker, Zach Mills, Neil Crone",A detective examines the mysterious death of,6.5,32493,$ 28000000,$ 14426251,$ 16800438,62.0,308.0,223.0
418,tt0430357,Miami Vice,Miami Vice,2006,2006-10-06,"Action, Crime, Thriller",132,USA,"English, Spanish",,"Michael Mann, Anthony Yerkovich",Universal Pictures,"Colin Farrell, Jamie Foxx, Li Gong, Naomie Harris, Ciarán Hinds, Justin Theroux, Barry Shabaka Henley, Luis Tosar, John Ortiz, Elizabeth Rodriguez, Domenick Lombardozzi, Eddie Marsan, Isaach De Bankolé, John Hawkes, Tom Towles","Based on the 1980s TV action/drama, this update focuses on vice detectives Crockett and Tubbs as their respective personal and professional lives become dangerously intertwined.",6.0,108511,$ 135000000,$ 63450470,$ 164231296,65.0,976.0,244.0
419,tt0430912,Basic Instinct 2,Basic Instinct 2,2006,2006-03-31,"Drama, Mystery, Thriller",114,"UK, Germany, Spain, USA",English,,"Leora Barish, Henry Bean",Metro-Goldwyn-Mayer (MGM),"Stan Collymore, Sharon Stone, Neil Maskell, David Thewlis, Jan Chappell, David Morrissey, Terence Harvey, Hugh Dancy, Ellen Thomas, Mark Sangster, Tim Berrington, Indira Varma, Charlotte Rampling, Heathcote Williams, Flora Montgomery","Novelist Catherine Tramell is once again in trouble with the law, and Scotland Yard appoints psychiatrist Dr. Michael Glass to evaluate her. Though, like Detective Nick Curran before him, Glass is entranced by Tramell and lured into a seductive game.",4.3,36831,$ 70000000,$ 5971336,$ 38629478,26.0,329.0,91.0
420,tt0431197,The Kingdom,The Kingdom,2007,2007-11-30,"Action, Drama, Thriller",110,"USA, Germany, United Arab Emirates","English, Arabic",Peter Berg,Matthew Michael Carnahan,Universal Pictures,"Jamie Foxx, Chris Cooper, Jennifer Garner, Jason Bateman, Ashraf Barhom, Ali Suliman, Jeremy Piven, Richard Jenkins, Tim McGraw, Kyle Chandler, Frances Fisher, Danny Huston, Kelly AuCoin, Anna Deavere Smith, Minka Kelly",A team of U.S. government agents are sent to investigate the bombing of an American facility in the Middle East.,7.0,116075,$ 70000000,$ 47536778,$ 87019158,56.0,326.0,236.0
421,tt0435696,The Mechanik,The Mechanik,2005,2006-11-02,"Action, Drama, Thriller",94,"Germany, USA","Russian, English",Dolph Lundgren,"Bryan Edward Hill, Dolph Lundgren",Millennium Films,"Dolph Lundgren, Ben Cross, Ivan Petrushinov, Olivia Lee, Raicho Vasilev, Assen Blatechki, Antony Argirov, Valeri Yordanov, Dejan Angelov, Ivaylo Geraskov, Hilda van der Meulen, Naum Shopov, Atanas Srebrev, Levana Finkelstein, Nikolai Sotirov",Spetnaz (Special Ops) veteran Nick Cherenko leaves Russia after his son and wife are killed in a gunfight by drug lord Aleksandr 'Sasha' Popov's mob men. He's threatened with exposure as ...,5.6,3567,$ 5000000,,,,32.0,37.0
422,tt0436331,Friends with Money,Friends with Money,2006,2006-09-08,"Comedy, Drama, Romance",88,USA,English,Nicole Holofcener,Nicole Holofcener,This Is That Productions,"Catherine Keener, Jason Isaacs, Timm Sharp, Joan Cusack, Greg Germann, Hailey Noelle Johnson, Simon McBurney, Frances McDormand, Jake Cherry, Jennifer Aniston, Bob Stephenson, Marin Hinkle, Scott Caan, Troy Ruptash, Elizabeth Keener","After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends.",5.7,26849,$ 6500000,$ 13368437,$ 18245244,68.0,198.0,116.0
423,tt0437232,Catch a Fire,Catch a Fire,2006,2006-10-27,"Biography, Drama, History",101,"France, UK, South Africa, USA","English, Afrikaans, Zulu, Portuguese",Phillip Noyce,Shawn Slovo,Focus Features,"Tim Robbins, Derek Luke, Bonnie Henna, Mncedisi Shabangu, Tumisho Masha, Sithembiso Khumalo, Terry Pheto, Michele Burgers, Mpho Lovinga, Mxo, Jay Anstey, Charlotte Savage, Nomhle Nkonyeni, Michael Mabizela, Eduan van Jaarsveldt","A drama about terrorism in Apartheid-era South Africa, revolving around a policeman and a young man who carries out solo attacks against the regime.",6.7,9910,$ 14000000,$ 4299773,$ 5710236,62.0,62.0,110.0
424,tt0437405,Paper Man,Paper Man,2009,2014-05-01,"Comedy, Drama",110,USA,English,"Kieran Mulroney, Michele Mulroney","Michele Mulroney, Kieran Mulroney",Artfire Films,"Lisa Kudrow, Jeff Daniels, Ryan Reynolds, Emma Stone, Kieran Culkin, Hunter Parrish, Eric Gilliland, Louis Rosario, Conrad Wolfe, Arabella Field, Chris Parnell, Brian T. Finney, Brian Patrick Russell, Jill Shackner, Violet O'Neill",A washed-up writer forms an unlikely friendship with a teenager from Long Island.,6.6,18098,,$ 13514,$ 13514,37.0,68.0,63.0
425,tt0438488,Terminator Salvation,Terminator Salvation,2009,2009-06-05,"Action, Adventure, Sci-Fi",115,"USA, Germany, UK, Italy","English, Italian",,"John Brancato, Michael Ferris",The Halcyon Company,"Christian Bale, Sam Worthington, Moon Bloodgood, Helena Bonham Carter, Anton Yelchin, Jadagrace, Bryce Dallas Howard, Common, Jane Alexander, Michael Ironside, Ivan G'Vera, Chris Browning, Dorian Nkono, Beth Bailey, Victor J. Ho","In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?",6.5,339181,$ 200000000,$ 125322469,$ 371353001,49.0,1095.0,436.0
426,tt0441774,Lonely Hearts,Lonely Hearts,2006,2006-10-21,"Biography, Crime, Drama",108,"Germany, USA",English,Todd Robinson,Todd Robinson,Millennium Films,"John Travolta, James Gandolfini, Jared Leto, Salma Hayek, Scott Caan, Laura Dern, Michael Gaston, Bruce MacVittie, Dan Byrd, Andrew E. Wheeler, Alice Krige, Dagmara Dominczyk, John Doman, Bailee Madison, Ellen Travolta","Based on the true story, two homicide detectives track Martha Beck and Raymond Martinez Fernandez, a murderous pair known as the ""Lonely Hearts Killers"" who lured their victims through the personals.",6.4,19981,$ 18000000,$ 188565,$ 2520835,60.0,79.0,76.0
427,tt0443489,Dreamgirls,Dreamgirls,2006,2007-01-26,"Drama, Music, Musical",130,USA,English,Bill Condon,"Tom Eyen, Bill Condon",DreamWorks,"Jamie Foxx, Beyoncé, Eddie Murphy, Danny Glover, Jennifer Hudson, Anika Noni Rose, Keith Robinson, Sharon Leal, Hinton Battle, Mariah Iman Wilson, Yvette Cason, Ken Page, Ralph Louis Harris, Michael-Leon Wooley, Loretta Devine","A trio of black female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way.",6.5,67641,$ 70000000,$ 103365956,$ 155430335,76.0,529.0,236.0
428,tt0443632,The Sentinel,The Sentinel,2006,2006-06-23,"Action, Crime, Thriller",108,USA,English,Clark Johnson,"George Nolfi, Gerald Petievich",Twentieth Century Fox,"Michael Douglas, Kiefer Sutherland, Eva Longoria, Martin Donovan, Ritchie Coster, Kim Basinger, Blair Brown, David Rasche, Kristin Lehman, Raynor Scheine, Chuck Shamata, Paul Calderon, Clark Johnson, Raoul Bhaneja, Yanna McIntosh",A Secret Service agent is framed as the mole in an assassination attempt on the President. He must clear his name and foil another assassination attempt while on the run from a Secret Service Protective Intelligence Division agent.,6.1,47295,$ 60000000,$ 36280697,$ 78810595,49.0,227.0,165.0
429,tt0443706,Zodiac,Zodiac,2007,2007-05-18,"Crime, Drama, Mystery",157,USA,English,David Fincher,"James Vanderbilt, Robert Graysmith",Paramount Pictures,"Jake Gyllenhaal, Mark Ruffalo, Anthony Edwards, Robert Downey Jr., Brian Cox, John Carroll Lynch, Richmond Arquette, Bob Stephenson, John Lacy, Chloë Sevigny, Ed Setrakian, John Getz, John Terry, Candy Clark, Elias Koteas","In the late 1960s/early 1970s, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",7.7,443791,$ 65000000,$ 33080084,$ 84785914,78.0,782.0,409.0
430,tt0445922,Across the Universe,Across the Universe,2007,2007-11-23,"Drama, Fantasy, History",133,"USA, UK",English,,"Dick Clement, Ian La Frenais",Revolution Studios,"Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs, Martin Luther, T.V. Carpio, Spencer Liff, Lisa Dwyer Hogg, Nicholas Lumley, Michael Ryan, Angela Mounsey, Erin Elliott, Robert Clohessy, Christopher Tierney, Curtis Holbrook",The music of,7.3,105047,$ 45000000,$ 24602291,$ 29625761,56.0,550.0,170.0
431,tt0445935,Bordertown,Bordertown,2007,2007-02-23,"Crime, Drama, Mystery",112,"USA, Mexico","English, Spanish, Central American Indian languages",Gregory Nava,Gregory Nava,Möbius Entertainment,"Maya Zapata, Irineo Alvarez, Rene Rivera, Jennifer Lopez, Martin Sheen, Karolinah Villarreal, Debrianna Mansini, Randall Batinkoff, Gonzalo Mauro Montiel Aguirre, Antonio Banderas, Zaide Silvia Gutiérrez, Amelia Zapata, Julio Cesar Cedillo, Jorge Urzua, Ruben G. Rojas",A journalist investigates a series of murders near American-owned factories on the border of Juarez and El Paso.,6.1,10010,$ 21000000,,$ 8332427,,51.0,36.0
432,tt0445946,The Contract,The Contract,2006,2007-04-05,"Action, Crime, Drama",96,"Germany, USA",English,Bruce Beresford,"Stephen Katz, John Darrouzet",Millennium Films,"Morgan Freeman, John Cusack, Jamie Anderson, Alice Krige, Megan Dodds, Corey Johnson, Jonathan Hyde, Bill Smitrovich, Anthony Warren, Ned Bellamy, Thomas Lockyer, Gary Whelan, Ian Shaw, Atanas Srebrev, Maynard Eziashi","A father and his son attempt to bring in an assassin to the authorities, but his dangerous associates have other plans.",5.6,23048,$ 25000000,,$ 5549200,,116.0,70.0
433,tt0448124,Snow Cake,Snow Cake,2006,2006-09-08,"Drama, Romance",112,"Canada, UK",English,,Angela Pell,Revolution Films,"Alan Rickman, Emily Hampshire, Jackie Brown, Callum Keith Rennie, Scott Wickware, Johnny Goltz, James Allodi, Janet van de Graaf, Carrie-Anne Moss, Julie Stewart, Sigourney Weaver, Charlie, Selina Cadell, Nia Roberts, Dov Tiefenbach",A drama focused on the friendship between a high-functioning autistic woman and a man who is traumatized after a fatal car accident.,7.5,12157,EUR 3000000,$ 26651,$ 1384105,54.0,79.0,67.0
434,tt0448134,Sunshine,Sunshine,2007,2007-04-20,"Sci-Fi, Thriller",107,"UK, USA",English,Danny Boyle,Alex Garland,DNA Films,"Cliff Curtis, Chipo Chung, Cillian Murphy, Michelle Yeoh, Hiroyuki Sanada, Rose Byrne, Benedict Wong, Chris Evans, Troy Garity, Mark Strong, Paloma Baeza, Archie Macdonald, Sylvie Macdonald",A team of international astronauts are sent on a dangerous mission to reignite the dying Sun with a nuclear fission bomb in 2057.,7.2,229813,GBP 26000000,$ 3675753,$ 34806360,64.0,899.0,275.0
435,tt0448267,Zozo,Zozo,2005,2005-09-02,"Drama, Family, War",105,"Sweden, Czech Republic, UK, Denmark, Netherlands","Arabic, Swedish",,Josef Fares,Memfis Film,"Imad Creidi, Antoinette Turk, Elias Gergi, Carmen Lebbos, Viktor Axelsson, Charbel Iskandar, Yasmine Awad, Jad Stephan, Tatiana Sarkis, Elie Stello, Fidel Béchara, Fouad Hojeij, Abdallah Jabbour, Nazem Issa, Elias Abdul",A Lebanese boy gets separated from his family during the civil war and ends up in Sweden.,6.6,3033,SEK 39000000,,$ 99326,,23.0,15.0
436,tt0450188,La Vie En Rose,La Môme,2007,2007-05-04,"Biography, Drama, Music",140,"France, UK, Czech Republic","French, English",Olivier Dahan,"Isabelle Sobelman, Olivier Dahan",Légende Films,"Marion Cotillard, Sylvie Testud, Pascal Greggory, Emmanuelle Seigner, Jean-Paul Rouve, Gérard Depardieu, Clotilde Courau, Jean-Pierre Martins, Catherine Allégret, Marc Barbé, Caroline Silhol, Manon Chevallier, Pauline Burlet, Élisabeth Commelin, Marc Gannot",Biopic of the iconic French singer,7.6,81392,$ 25000000,$ 10301706,$ 86274793,66.0,249.0,218.0
437,tt0450278,Hostel,Hostel,2005,2006-02-24,Horror,94,"USA, Czech Republic","English, Czech, German, Dutch, Slovak, Japanese, Icelandic, Russian, Spanish",Eli Roth,Eli Roth,Next Entertainment,"Jay Hernandez, Derek Richardson, Eythor Gudjonsson, Barbara Nedeljakova, Jan Vlasák, Jana Kaderabkova, Jennifer Lim, Keiko Seiko, Lubomír Bukový, Jana Havlickova, Rick Hoffman, Petr Janis, Takashi Miike, Patrik Zigo, Milda Jedi Havlas","Three backpackers head to a Slovak city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",5.9,166799,$ 4800000,$ 47326473,$ 81979826,55.0,1572.0,127.0
438,tt0450385,1408,1408,2007,2007-11-23,"Fantasy, Horror, Mystery",104,USA,English,,"Matt Greenberg, Scott Alexander",Dimension Films,"John Cusack, Tony Shalhoub, Len Cariou, Isiah Whitlock Jr., Jasmine Jessica Anthony, Paul Birchard, Margot Leicester, Walter Lewis, Eric Meyers, David Nicholson, Holly Hayes, Alexandra Silber, Johann Urb, Andrew Lee Potts, Emily Harvey","A man who specialises in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.",6.8,252014,$ 25000000,$ 71985628,$ 132963417,64.0,638.0,314.0
439,tt0452623,Gone Baby Gone,Gone Baby Gone,2007,2008-04-04,"Crime, Drama, Mystery",114,USA,English,Ben Affleck,"Ben Affleck, Aaron Stockard",Miramax,"Casey Affleck, Michelle Monaghan, Morgan Freeman, Ed Harris, John Ashton, Amy Ryan, Amy Madigan, Titus Welliver, Michael Kenneth Williams, Edi Gathegi, Mark Margolis, Madeline O'Brien, Slaine, Trudi Goodman, Matthew Maher","Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",7.6,245667,$ 19000000,$ 20292962,$ 34612443,72.0,566.0,267.0
440,tt0453365,FC Venus,FC Venus,2005,2005-12-30,"Comedy, Romance, Sport",107,Finland,Finnish,Joona Tena,"Jan Berger, Outi Keskevaari",Talent House,"Minna Haapkylä, Petteri Summanen, Laura Malmivaara, Taneli Mäkelä, Lotta Lehtikari, Miia Nuutila, Noora Peltokukka, Hannu-Pekka Björkman, Jukka Rasila, Puntti Valtonen, Janne Virtanen, Jerry Wahlforss, Diana Anttila, Elina Hagelin, Eija Mikkonen-Budsko","FC Venus is a romantic comedy about men, women and soccer.",5.6,2073,EUR 1656000,,$ 2163957,,6.0,5.0
441,tt0453451,Mr. Bean's Holiday,Mr. Bean's Holiday,2007,2007-04-06,"Comedy, Family",90,"UK, France, Germany, USA","English, French, Spanish, Russian",Steve Bendelack,"Rowan Atkinson, Richard Curtis",Universal Pictures,"Rowan Atkinson, Steve Pemberton, Lily Atkinson, Preston Nyman, Sharlit Deyzac, Francois Touch, Emma de Caunes, Arsène Mosca, Stéphane Debac, Willem Dafoe, Philippe Spall, Jean Rochefort, Karel Roden, Maxim Baldry, Pascal Jounier","Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling, and true love.",6.4,113282,$ 25000000,$ 33302167,$ 232225908,56.0,262.0,156.0
442,tt0453556,TMNT,TMNT,2007,2007-06-22,"Animation, Action, Adventure",87,"Hong Kong, USA",English,Kevin Munroe,"Kevin Munroe, Peter Laird",Image Comics,"Chris Evans, Sarah Michelle Gellar, Mako, Kevin Smith, Patrick Stewart, Ziyi Zhang, Laurence Fishburne, Mitchell Whitfield, James Arnold Taylor, Mikey Kelley, Nolan North, John DiMaggio, Paula Mattioli, Kevin Michael Richardson, Fred Tatasciore","When the world is threatened by an ancient evil, the four adolescent turtles must reunite and overcome their faults in order to stand against it.",6.2,60617,$ 34000000,$ 54149098,$ 95802916,41.0,224.0,195.0
443,tt0454848,Inside Man,Inside Man,2006,2006-04-07,"Crime, Drama, Mystery",129,USA,"English, Albanian, Spanish",,Russell Gewirtz,Universal Pictures,"Denzel Washington, Clive Owen, Jodie Foster, Christopher Plummer, Willem Dafoe, Chiwetel Ejiofor, Carlos Andrés Gómez, Kim Director, James Ransone, Bernie Rachelle, Peter Gerety, Victor Colicchio, Cassandra Freeman, Peter Frechette, Gerry Vichi","A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",7.6,331649,$ 45000000,$ 88513495,$ 186003591,76.0,722.0,233.0
444,tt0454931,Requiem,Requiem,2006,2006-11-17,"Drama, Horror",93,Germany,German,Hans-Christian Schmid,Bernd Lange,23/5 Filmproduktion GmbH,"Sandra Hüller, Burghart Klaußner, Imogen Kogge, Anna Blomeier, Nicholas Reinke, Jens Harzer, Walter Schmidinger, Friederike Adolph, Irene Kugler, Johann Adam Oest, Eva Löbau, Anne Berger, Alejandro Esquerra, Kutrín Kreredis, Hannah Neumann","An epileptic girl suffers a breakdown during her first year at university, then decides to seek help from a priest in battling the troubles associated with her strict upbringing.",6.9,5547,,$ 9600,$ 513737,82.0,37.0,76.0
445,tt0458485,Soldier of God,Soldier of God,2005,2005-08-27,Drama,94,USA,English,W.D. Hogan,"Mir Bahmanyar, Kathryn Kuhlen",The Anabasis Group,"Tim Abell, Bill Mendieta, Mapi Galán, Nicholas Kadi, Scott Cleverdon, Hani Naimi, Woody Adams, Mercedez Alexander, Richard Alsabery, Ron Baker, Brandon Beebe, William Best, Paul Michael Bloodgood, Jessica Cail, Andreas Cederlund","A Knights Templar meets a mysterious Muslim in the desert where they find refuge in an oasis with beautiful woman. As the Knight falls for the woman, he questions himself but the Muslim holds a secret that will change their lives for ever.",4.5,463,$ 325000,,,,19.0,2.0
446,tt0463998,Freedom Writers,Freedom Writers,2007,2007-01-05,"Biography, Crime, Drama",123,"Germany, USA","English, Spanish",Richard LaGravenese,"Richard LaGravenese, Freedom Writers",Paramount Pictures,"Hilary Swank, Patrick Dempsey, Scott Glenn, Imelda Staunton, April Hernandez Castillo, Mario, Kristin Herrera, Jaclyn Ngan, Sergio Montalvo, Jason Finn, Deance Wyatt, Vanetta Smith, Gabriel Chavarria, Hunter Parrish, Antonio García","A young teacher inspires her class of at-risk students to learn tolerance, apply themselves and pursue education beyond high school.",7.5,67569,$ 21000000,$ 36605602,$ 43095175,64.0,266.0,85.0
